#       Ef[,Ry] T [K],         N,     DOS(Ef),       S,     s/t,       R_H,  kappa0, c,   chi
0.09842,300,-1.8585709,150.25866,-1.68188E-05,3.98844E+20,-1.48051E-08,2.93577E+15,4.0900074,2.24323E-09
0.09842,600,-1.89800556,153.32908,-3.56325E-05,4.00461E+20,-1.48091E-08,6.04806E+15,7.6795138,2.28907E-09
0.09842,900,-1.94945059,150.80549,-5.62055E-05,4.05917E+20,-1.48518E-08,9.95072E+15,10.088255,2.2514E-09
0.09842,1200,-2.00689429,145.73914,-7.55003E-05,4.17044E+20,-1.46594E-08,1.47943E+16,12.014814,2.17576E-09
0.09892,300,-1.89648238,153.05763,-1.65479E-05,4.06977E+20,-1.41415E-08,2.98512E+15,4.1331547,2.28502E-09
0.09892,600,-1.93660569,155.47552,-3.50846E-05,4.08123E+20,-1.41746E-08,6.16677E+15,7.7270884,2.32112E-09
0.09892,900,-1.98736737,152.52463,-5.55585E-05,4.13729E+20,-1.42678E-08,1.01305E+16,10.123421,2.27706E-09
0.09892,1200,-2.04350564,147.14626,-7.48024E-05,4.24946E+20,-1.41432E-08,1.5018E+16,12.048753,2.19677E-09
0.09942,300,-1.93511036,155.98412,-1.62609E-05,4.1509E+20,-1.35072E-08,3.03494E+15,4.1749191,2.32871E-09
0.09942,600,-1.97574482,157.63995,-3.45779E-05,4.15805E+20,-1.35725E-08,6.28694E+15,7.768158,2.35343E-09
0.09942,900,-2.02571065,154.21678,-5.49494E-05,4.21589E+20,-1.37141E-08,1.03131E+16,10.154888,2.30232E-09
0.09942,1200,-2.08046462,148.51977,-7.4131E-05,4.32913E+20,-1.36523E-08,1.52441E+16,12.082206,2.21727E-09
0.09992,300,-1.97448158,158.99612,-1.59665E-05,4.23124E+20,-1.29021E-08,3.08592E+15,4.2164997,2.37368E-09
0.09992,600,-2.01542652,159.81469,-3.41111E-05,4.23507E+20,-1.30011E-08,6.40866E+15,7.8029218,2.3859E-09
0.09992,900,-2.06447319,155.87804,-5.43775E-05,4.29497E+20,-1.31892E-08,1.04982E+16,10.182916,2.32713E-09
0.09992,1200,-2.11776255,149.85758,-7.34856E-05,4.40947E+20,-1.31855E-08,1.54726E+16,12.115411,2.23725E-09
0.10042,300,-2.01461179,162.04868,-1.56781E-05,4.31028E+20,-1.23257E-08,3.13863E+15,4.2591869,2.41925E-09
0.10042,600,-2.05565229,161.99093,-3.36832E-05,4.31227E+20,-1.24588E-08,6.53206E+15,7.8316456,2.41839E-09
0.10042,900,-2.10364675,157.5042,-5.38423E-05,4.37457E+20,-1.26917E-08,1.0686E+16,10.207822,2.3514E-09
0.10042,1200,-2.15539026,151.15757,-7.28658E-05,4.49049E+20,-1.27416E-08,1.57034E+16,12.148626,2.25665E-09
0.10092,300,-2.05550583,165.10056,-1.54111E-05,4.38773E+20,-1.17772E-08,3.19339E+15,4.3040292,2.46481E-09
0.10092,600,-2.0964213,164.15893,-3.32928E-05,4.38967E+20,-1.19444E-08,6.65724E+15,7.8546499,2.45075E-09
0.10092,900,-2.14322199,159.09075,-5.33429E-05,4.45469E+20,-1.22204E-08,1.08764E+16,10.229974,2.37509E-09
0.10092,1200,-2.19333801,152.41757,-7.22708E-05,4.5722E+20,-1.23195E-08,1.59364E+16,12.182123,2.27546E-09
0.10142,300,-2.09715939,168.12072,-1.51801E-05,4.46352E+20,-1.12553E-08,3.25023E+15,4.3514986,2.5099E-09
0.10142,600,-2.13773019,166.3081,-3.2939E-05,4.46727E+20,-1.14566E-08,6.78428E+15,7.8723011,2.48284E-09
0.10142,900,-2.18318842,160.63294,-5.28784E-05,4.53537E+20,-1.17739E-08,1.10692E+16,10.249795,2.39811E-09
0.10142,1200,-2.23159553,153.63545,-7.17002E-05,4.65461E+20,-1.19183E-08,1.61715E+16,12.216192,2.29365E-09
0.10192,300,-2.13956212,171.09247,-1.49953E-05,4.53786E+20,-1.07587E-08,3.30886E+15,4.4012705,2.55426E-09
0.10192,600,-2.17957285,168.42719,-3.26205E-05,4.5451E+20,-1.09944E-08,6.91325E+15,7.885006,2.51447E-09
0.10192,900,-2.22353435,162.12584,-5.2448E-05,4.61663E+20,-1.13513E-08,1.12645E+16,10.267747,2.4204E-09
0.10192,1200,-2.27015204,154.80906,-7.11532E-05,4.73773E+20,-1.1537E-08,1.64085E+16,12.25113,2.31117E-09
0.10242,300,-2.1827014,174.01395,-1.48606E-05,4.6111E+20,-1.02857E-08,3.36876E+15,4.4521991,2.59788E-09
0.10242,600,-2.22194029,170.50432,-3.23364E-05,4.62319E+20,-1.05568E-08,7.04419E+15,7.8932117,2.54548E-09
0.10242,900,-2.26424681,163.56437,-5.20507E-05,4.69851E+20,-1.09513E-08,1.1462E+16,10.284333,2.44188E-09
0.10242,1200,-2.3089962,155.93628,-7.06289E-05,4.82157E+20,-1.11748E-08,1.66474E+16,12.287243,2.328E-09
0.10292,300,-2.22656569,176.89485,-1.47724E-05,4.68376E+20,-9.83498E-09,3.4293E+15,4.5024867,2.64089E-09
0.10292,600,-2.26482048,172.52708,-3.20854E-05,4.70158E+20,-1.0143E-08,7.17712E+15,7.8974086,2.57568E-09
0.10292,900,-2.30531157,164.94336,-5.16855E-05,4.78103E+20,-1.05731E-08,1.16618E+16,10.300085,2.46246E-09
0.10292,1200,-2.34811615,157.01508,-7.01266E-05,4.90615E+20,-1.08307E-08,1.68881E+16,12.324842,2.3441E-09
0.10342,300,-2.27114673,179.75055,-1.47203E-05,4.75634E+20,-9.4055E-09,3.48987E+15,4.5499813,2.68352E-09
0.10342,600,-2.30819823,174.4826,-3.18664E-05,4.78034E+20,-9.75222E-09,7.31204E+15,7.8981356,2.60488E-09
0.10342,900,-2.3467131,166.25763,-5.13511E-05,4.86424E+20,-1.02157E-08,1.18637E+16,10.31556,2.48208E-09
0.10342,1200,-2.38749953,158.04345,-6.96453E-05,4.99149E+20,-1.0504E-08,1.71303E+16,12.364235,2.35945E-09
0.10392,300,-2.31644008,182.59537,-1.46895E-05,4.82926E+20,-8.9966E-09,3.55002E+15,4.5925078,2.72599E-09
0.10392,600,-2.35205507,176.35756,-3.16784E-05,4.85953E+20,-9.38371E-09,7.44893E+15,7.895987,2.63287E-09
0.10392,900,-2.38843457,167.50204,-5.10465E-05,4.94816E+20,-9.87825E-09,1.20677E+16,10.331329,2.50066E-09
0.10392,1200,-2.42713351,159.01952,-6.91841E-05,5.0776E+20,-1.01937E-08,1.7374E+16,12.405728,2.37403E-09
0.10442,300,-2.36244413,185.4364,-1.4663E-05,4.90279E+20,-8.60806E-09,3.60957E+15,4.6281591,2.76841E-09
0.10442,600,-2.39636916,178.13836,-3.15203E-05,4.93922E+20,-9.03682E-09,7.58776E+15,7.8916166,2.65945E-09
0.10442,900,-2.43045788,168.67155,-5.07705E-05,5.03285E+20,-9.55984E-09,1.22735E+16,10.347973,2.51812E-09
0.10442,1200,-2.46700478,159.9415,-6.8742E-05,5.16449E+20,-9.89933E-09,1.7619E+16,12.449617,2.38779E-09
0.10492,300,-2.40915759,188.26862,-1.46256E-05,4.977E+20,-8.24004E-09,3.66863E+15,4.6555164,2.81069E-09
0.10492,600,-2.44111524,179.81113,-3.13911E-05,5.01949E+20,-8.71092E-09,7.72845E+15,7.8857388,2.68443E-09
0.10492,900,-2.4727637,169.76133,-5.05217E-05,5.11833E+20,-9.2597E-09,1.2481E+16,10.366066,2.53439E-09
0.10492,1200,-2.50709962,160.80775,-6.8318E-05,5.25219E+20,-9.61999E-09,1.78652E+16,12.496186,2.40072E-09
0.10542,300,-2.45657606,191.07166,-1.45662E-05,5.0518E+20,-7.89298E-09,3.7276E+15,4.6738036,2.85254E-09
0.10542,600,-2.48626457,181.362,-3.12901E-05,5.10044E+20,-8.40543E-09,7.87095E+15,7.8791226,2.70758E-09
0.10542,900,-2.51533152,170.7668,-5.02989E-05,5.20466E+20,-8.97705E-09,1.26902E+16,10.386174,2.5494E-09
0.10542,1200,-2.54740389,161.6168,-6.79109E-05,5.3407E+20,-9.35503E-09,1.81124E+16,12.545702,2.4128E-09
0.10592,300,-2.5046879,193.80792,-1.44797E-05,5.12696E+20,-7.56746E-09,3.78712E+15,4.6829952,2.89339E-09
0.10592,600,-2.53178494,182.77725,-3.12166E-05,5.18216E+20,-8.11974E-09,8.01514E+15,7.872579,2.72871E-09
0.10592,900,-2.55813971,171.68368,-5.01006E-05,5.29187E+20,-8.71114E-09,1.29008E+16,10.408841,2.56309E-09
0.10592,1200,-2.58790314,162.36735,-6.75196E-05,5.43004E+20,-9.10377E-09,1.83604E+16,12.598408,2.42401E-09
0.10642,300,-2.55346988,196.42199,-1.4368E-05,5.20219E+20,-7.26407E-09,3.8479E+15,4.6838975,2.93241E-09
0.10642,600,-2.57764079,184.04367,-3.11699E-05,5.26477E+20,-7.85328E-09,8.16092E+15,7.8669398,2.74761E-09
0.10642,900,-2.60116565,172.50812,-4.99254E-05,5.38002E+20,-8.46126E-09,1.31128E+16,10.434578,2.5754E-09
0.10642,1200,-2.6285826,163.05828,-6.7143E-05,5.52023E+20,-8.86558E-09,1.86092E+16,12.654523,2.43432E-09
0.10692,300,-2.60288274,198.84161,-1.42395E-05,5.27726E+20,-6.98337E-09,3.91066E+15,4.6781942,2.96853E-09
0.10692,600,-2.62379334,185.14883,-3.11496E-05,5.34837E+20,-7.60547E-09,8.30814E+15,7.8630289,2.76411E-09
0.10692,900,-2.64438578,173.23673,-4.97719E-05,5.46914E+20,-8.22668E-09,1.33258E+16,10.463861,2.58628E-09
0.10692,1200,-2.66942724,163.68871,-6.67798E-05,5.61129E+20,-8.63984E-09,1.88585E+16,12.714239,2.44373E-09
0.10742,300,-2.65286734,200.98079,-1.41066E-05,5.35205E+20,-6.72579E-09,3.97595E+15,4.6684068,3.00047E-09
0.10742,600,-2.67020083,186.08154,-3.11551E-05,5.43309E+20,-7.37569E-09,8.45663E+15,7.861629,2.77804E-09
0.10742,900,-2.68777579,173.86663,-4.96384E-05,5.55928E+20,-8.00673E-09,1.35399E+16,10.497114,2.59568E-09
0.10742,1200,-2.71042185,164.25798,-6.64288E-05,5.70322E+20,-8.42594E-09,1.91082E+16,12.77771,2.45223E-09
0.10792,300,-2.703342,202.74647,-1.39848E-05,5.42663E+20,-6.49162E-09,4.04415E+15,4.657683,3.02683E-09
0.10792,600,-2.71681893,186.83218,-3.11859E-05,5.51906E+20,-7.16331E-09,8.6062E+15,7.8634441,2.78924E-09
0.10792,900,-2.73131068,174.39554,-4.95234E-05,5.65048E+20,-7.80073E-09,1.37548E+16,10.534705,2.60358E-09
0.10792,1200,-2.7515511,164.76569,-6.60888E-05,5.79605E+20,-8.2233E-09,1.93581E+16,12.845057,2.45981E-09
0.10842,300,-2.75420194,204.04918,-1.38897E-05,5.50127E+20,-6.28095E-09,4.11536E+15,4.649347,3.04628E-09
0.10842,600,-2.7636011,187.3931,-3.12413E-05,5.60641E+20,-6.96769E-09,8.75662E+15,7.8690645,2.79762E-09
0.10842,900,-2.774965,174.8218,-4.94253E-05,5.74278E+20,-7.608E-09,1.39704E+16,10.576942,2.60994E-09
0.10842,1200,-2.79279956,165.21169,-6.57585E-05,5.88977E+20,-8.03135E-09,1.9608E+16,12.916361,2.46647E-09
0.10892,300,-2.8053219,204.81669,-1.38365E-05,5.57642E+20,-6.09357E-09,4.18948E+15,4.6462505,3.05774E-09
0.10892,600,-2.81049921,187.75893,-3.13203E-05,5.69528E+20,-6.78815E-09,8.90766E+15,7.8789353,2.80308E-09
0.10892,900,-2.81871294,175.14444,-4.93422E-05,5.83623E+20,-7.42789E-09,1.41865E+16,10.624062,2.61476E-09
0.10892,1200,-2.83415181,165.59611,-6.54367E-05,5.98442E+20,-7.84955E-09,1.98579E+16,12.991662,2.47221E-09
0.10942,300,-2.85656209,205.00714,-1.3838E-05,5.65273E+20,-5.92891E-09,4.26618E+15,4.6501114,3.06058E-09
0.10942,600,-2.85746407,187.9268,-3.14217E-05,5.78578E+20,-6.62397E-09,9.05908E+15,7.8933341,2.80559E-09
0.10942,900,-2.86252856,175.36317,-4.92725E-05,5.93084E+20,-7.25975E-09,1.4403E+16,10.676229,2.61802E-09
0.10942,1200,-2.87559251,165.91934,-6.5122E-05,6.07998E+20,-7.67738E-09,2.01076E+16,13.070955,2.47703E-09
0.10992,300,-2.907777,204.61723,-1.39044E-05,5.73098E+20,-5.78594E-09,4.34496E+15,4.6610914,3.05476E-09
0.10992,600,-2.90444609,187.89648,-3.15439E-05,5.87805E+20,-6.47442E-09,9.21061E+15,7.9123599,2.80513E-09
0.10992,900,-2.9063859,175.47843,-4.92143E-05,6.02666E+20,-7.10294E-09,1.46197E+16,10.733532,2.61974E-09
0.10992,1200,-2.91710644,166.18206,-6.48131E-05,6.17647E+20,-7.51431E-09,2.03569E+16,13.154191,2.48096E-09
0.11042,300,-2.95882523,203.68266,-1.40419E-05,5.81202E+20,-5.66314E-09,4.42521E+15,4.6777829,3.04081E-09
0.11042,600,-2.95139598,187.67034,-3.16847E-05,5.97221E+20,-6.33873E-09,9.36203E+15,7.9359357,2.80176E-09
0.11042,900,-2.95025924,175.49139,-4.91658E-05,6.12371E+20,-6.95683E-09,1.48366E+16,10.795983,2.61994E-09
0.11042,1200,-2.95867858,166.38526,-6.45088E-05,6.27391E+20,-7.35984E-09,2.06056E+16,13.241276,2.48399E-09
0.11092,300,-3.00957851,202.27097,-1.42524E-05,5.89674E+20,-5.55859E-09,4.50622E+15,4.6975828,3.01973E-09
0.11092,600,-2.99826534,187.25321,-3.18419E-05,6.06834E+20,-6.21611E-09,9.51311E+15,7.9638238,2.79553E-09
0.11092,900,-2.99412323,175.40395,-4.91253E-05,6.22201E+20,-6.82079E-09,1.50535E+16,10.863518,2.61863E-09
0.11092,1200,-3.00029421,166.53017,-6.42078E-05,6.37228E+20,-7.2135E-09,2.08537E+16,13.332067,2.48615E-09
0.11142,300,-3.05992825,200.47006,-1.45333E-05,5.98599E+20,-5.47014E-09,4.58729E+15,4.717264,2.99285E-09
0.11142,600,-3.04500726,186.65219,-3.20126E-05,6.16653E+20,-6.10576E-09,9.66369E+15,7.9956535,2.78656E-09
0.11142,900,-3.03795307,175.21872,-4.90907E-05,6.32158E+20,-6.6942E-09,1.52704E+16,10.935997,2.61587E-09
0.11142,1200,-3.04193894,166.61834,-6.39088E-05,6.4716E+20,-7.07481E-09,2.11009E+16,13.426378,2.48747E-09
0.11192,300,-3.10978912,198.37603,-1.48779E-05,6.08053E+20,-5.39558E-09,4.66772E+15,4.7335289,2.96158E-09
0.11192,600,-3.09157685,185.87625,-3.21935E-05,6.26682E+20,-6.00688E-09,9.81366E+15,8.0309586,2.77497E-09
0.11192,900,-3.08172471,174.93898,-4.90602E-05,6.42243E+20,-6.57646E-09,1.54871E+16,11.013208,2.61169E-09
0.11192,1200,-3.0835988,166.65158,-6.36105E-05,6.57187E+20,-6.94333E-09,2.13473E+16,13.523976,2.48797E-09
0.11242,300,-3.15909972,196.08307,-1.52758E-05,6.18098E+20,-5.33286E-09,4.74686E+15,4.7434115,2.92735E-09
0.11242,600,-3.13793167,184.93582,-3.23812E-05,6.36924E+20,-5.91865E-09,9.96296E+15,8.0692201,2.76093E-09
0.11242,900,-3.12541502,174.56872,-4.9032E-05,6.52456E+20,-6.46697E-09,1.57037E+16,11.094869,2.60616E-09
0.11242,1200,-3.12526032,166.63194,-6.33118E-05,6.67308E+20,-6.8186E-09,2.15925E+16,13.624586,2.48767E-09
0.11292,300,-3.20782119,193.67606,-1.57134E-05,6.2878E+20,-5.28015E-09,4.82413E+15,4.7445124,2.89142E-09
0.11292,600,-3.18403202,183.84245,-3.25721E-05,6.47378E+20,-5.84025E-09,1.01116E+16,8.1099102,2.74461E-09
0.11292,900,-3.16900191,174.1125,-4.90041E-05,6.62796E+20,-6.36514E-09,1.592E+16,11.180635,2.59935E-09
0.11292,1200,-3.16691056,166.56177,-6.30113E-05,6.77522E+20,-6.70021E-09,2.18366E+16,13.727888,2.48662E-09
0.11342,300,-3.25593418,191.22559,-1.6174E-05,6.40123E+20,-5.23593E-09,4.89903E+15,4.7351107,2.85483E-09
0.11342,600,-3.22984116,182.6083,-3.27626E-05,6.58039E+20,-5.7709E-09,1.02598E+16,8.1525331,2.72619E-09
0.11342,900,-3.21246453,173.5755,-4.89749E-05,6.73265E+20,-6.27039E-09,1.61361E+16,11.270099,2.59133E-09
0.11342,1200,-3.20853721,166.44362,-6.27079E-05,6.87831E+20,-6.58775E-09,2.20794E+16,13.833524,2.48486E-09
0.11392,300,-3.30343485,188.78486,-1.66375E-05,6.52127E+20,-5.19899E-09,4.97118E+15,4.7142053,2.8184E-09
0.11392,600,-3.27532548,181.24587,-3.2949E-05,6.68898E+20,-5.7098E-09,1.04076E+16,8.196659,2.70585E-09
0.11392,900,-3.2557834,172.96343,-4.89424E-05,6.83859E+20,-6.18217E-09,1.63519E+16,11.362804,2.5822E-09
0.11392,1200,-3.25012861,166.28028,-6.24005E-05,6.98232E+20,-6.48081E-09,2.23207E+16,13.941098,2.48242E-09
0.11442,300,-3.3503303,186.38785,-1.70808E-05,6.64764E+20,-5.16841E-09,5.0404E+15,4.6815183,2.78261E-09
0.11442,600,-3.32045446,179.76773,-3.31281E-05,6.79944E+20,-5.65618E-09,1.05555E+16,8.2419468,2.68378E-09
0.11442,900,-3.29894051,172.28249,-4.89051E-05,6.94578E+20,-6.09993E-09,1.65675E+16,11.458237,2.57203E-09
0.11442,1200,-3.29167383,166.07472,-6.20879E-05,7.08725E+20,-6.37903E-09,2.25605E+16,14.050181,2.47935E-09
0.11492,300,-3.39663365,184.04871,-1.74786E-05,6.7797E+20,-5.1436E-09,5.10678E+15,4.6374872,2.74769E-09
0.11492,600,-3.36520073,178.18629,-0.000033297,6.91163E+20,-5.60929E-09,1.07037E+16,8.2881551,2.66017E-09
0.11492,900,-3.34191946,171.53931,-4.88614E-05,7.05419E+20,-6.02313E-09,1.67828E+16,11.555844,2.56093E-09
0.11492,1200,-3.33316271,165.83012,-6.17691E-05,7.19308E+20,-6.28204E-09,2.27987E+16,14.160312,2.4757E-09
0.11542,300,-3.44235906,181.7617,-1.78054E-05,6.91643E+20,-5.12429E-09,5.17082E+15,4.5832657,2.71355E-09
0.11542,600,-3.40954002,176.51384,-3.34532E-05,7.02539E+20,-5.5684E-09,1.08526E+16,8.3351382,2.6352E-09
0.11542,900,-3.38470556,170.74092,-4.88095E-05,7.1638E+20,-5.95128E-09,1.69979E+16,11.65503,2.54902E-09
0.11542,1200,-3.37458591,165.5498,-6.14431E-05,7.29981E+20,-6.18949E-09,2.30351E+16,14.271005,2.47152E-09
0.11592,300,-3.48751681,179.50174,-1.80391E-05,7.05647E+20,-5.11056E-09,5.23343E+15,4.5207493,2.67981E-09
0.11592,600,-3.45345108,174.76252,-3.35948E-05,7.14053E+20,-5.5328E-09,1.10029E+16,8.38283,2.60905E-09
0.11592,900,-3.42728593,169.89467,-4.87483E-05,7.27458E+20,-5.88386E-09,1.72129E+16,11.755164,2.53638E-09
0.11592,1200,-3.41593492,165.2372,-6.11088E-05,7.40741E+20,-6.10104E-09,2.32697E+16,14.381751,2.46685E-09
0.11642,300,-3.53210864,177.22579,-1.81638E-05,7.19812E+20,-5.10272E-09,5.29593E+15,4.452607,2.64583E-09
0.11642,600,-3.49691572,172.94453,-3.37206E-05,7.25687E+20,-5.50179E-09,1.11548E+16,8.4312154,2.58191E-09
0.11642,900,-3.46964955,169.00823,-4.86761E-05,7.38651E+20,-5.82042E-09,1.74276E+16,11.855582,2.52315E-09
0.11642,1200,-3.45720212,164.89588,-6.07654E-05,7.51587E+20,-6.01638E-09,2.35023E+16,14.492023,2.46175E-09
0.11692,300,-3.57612357,174.87592,-1.81738E-05,7.33949E+20,-5.10123E-09,5.35995E+15,4.3822586,2.61075E-09
0.11692,600,-3.53991883,171.07235,-3.383E-05,7.37422E+20,-5.4747E-09,1.13089E+16,8.4802935,2.55396E-09
0.11692,900,-3.51178735,168.08946,-4.85919E-05,7.49956E+20,-5.7605E-09,1.76421E+16,11.955593,2.50943E-09
0.11692,1200,-3.49838078,164.52948,-6.0412E-05,7.62517E+20,-5.9352E-09,2.37329E+16,14.601282,2.45628E-09
0.11742,300,-3.61953488,172.38552,-1.80751E-05,7.47869E+20,-5.10651E-09,5.42719E+15,4.313697,2.57357E-09
0.11742,600,-3.58244846,169.15893,-3.3923E-05,7.49242E+20,-5.45088E-09,1.14657E+16,8.530036,2.5254E-09
0.11742,900,-3.55369225,167.14641,-4.84944E-05,7.61369E+20,-5.70366E-09,1.78564E+16,12.054482,2.49535E-09
0.11742,1200,-3.53946507,164.14166,-6.00477E-05,7.73529E+20,-5.85722E-09,2.39613E+16,14.70898,2.45049E-09
0.11792,300,-3.66229915,169.68947,-1.78854E-05,7.61403E+20,-5.11878E-09,5.49924E+15,4.2510796,2.53332E-09
0.11792,600,-3.624496,167.21802,-3.4E-05,7.61132E+20,-5.42967E-09,1.16254E+16,8.5803448,2.49642E-09
0.11792,900,-3.59535921,166.18725,-4.83825E-05,7.72889E+20,-5.64952E-09,1.80705E+16,12.151517,2.48103E-09
0.11792,1200,-3.58045013,163.73612,-5.96718E-05,7.84621E+20,-5.78217E-09,2.41874E+16,14.814568,2.44444E-09
0.11842,300,-3.70435822,166.73768,-1.76326E-05,7.7442E+20,-5.13786E-09,5.5773E+15,4.1981001,2.48925E-09
0.11842,600,-3.6660564,165.26434,-3.4062E-05,7.73081E+20,-5.41047E-09,1.17883E+16,8.6310152,2.46726E-09
0.11842,900,-3.63678522,165.22019,-4.82553E-05,7.84512E+20,-5.59767E-09,1.82842E+16,12.245952,2.4666E-09
0.11842,1200,-3.62133196,163.31654,-5.92836E-05,7.9579E+20,-5.70979E-09,2.44112E+16,14.9175,2.43818E-09
0.11892,300,-3.74564479,163.50887,-1.73508E-05,7.8684E+20,-5.16306E-09,5.66204E+15,4.1572911,2.44105E-09
0.11892,600,-3.70712842,163.3137,-3.41099E-05,7.8508E+20,-5.39267E-09,1.19546E+16,8.6817069,2.43813E-09
0.11892,900,-3.67796933,164.25343,-4.81118E-05,7.96236E+20,-5.54778E-09,1.84975E+16,12.337032,2.45216E-09
0.11892,1200,-3.66210753,162.88656,-5.88824E-05,8.07033E+20,-5.63985E-09,2.46326E+16,15.017236,2.43176E-09
0.11942,300,-3.78609092,160.02063,-1.70761E-05,7.98642E+20,-5.19316E-09,5.75357E+15,4.1294939,2.38897E-09
0.11942,600,-3.74771491,161.38303,-3.4145E-05,7.97128E+20,-5.37568E-09,1.21243E+16,8.731928,2.40931E-09
0.11942,900,-3.71891264,163.29508,-4.79513E-05,8.08058E+20,-5.4995E-09,1.87104E+16,12.424006,2.43786E-09
0.11942,1200,-3.70277467,162.44974,-5.84677E-05,8.18347E+20,-5.57211E-09,2.48514E+16,15.113252,2.42524E-09
0.11992,300,-3.82563829,156.33184,-1.6842E-05,8.09861E+20,-5.2264E-09,5.85147E+15,4.11371,2.3339E-09
0.11992,600,-3.78782309,159.4903,-3.41681E-05,8.09224E+20,-5.35897E-09,1.22972E+16,8.7810333,2.38105E-09
0.11992,900,-3.75961823,162.35308,-4.77728E-05,8.19978E+20,-5.45254E-09,1.89226E+16,12.506127,2.42379E-09
0.11992,1200,-3.74333212,162.00951,-5.80389E-05,8.29731E+20,-5.50638E-09,2.50675E+16,15.205044,2.41866E-09
0.12042,300,-3.86424789,152.53644,-1.66758E-05,8.20579E+20,-5.26064E-09,5.9549E+15,4.1074015,2.27724E-09
0.12042,600,-3.82746478,157.65425,-3.418E-05,8.21374E+20,-5.34202E-09,1.24731E+16,8.8282372,2.35364E-09
0.12042,900,-3.80009118,161.43513,-4.75757E-05,8.31993E+20,-5.40661E-09,1.91341E+16,12.582668,2.41009E-09
0.12042,1200,-3.78377942,161.56921,-5.75956E-05,8.4118E+20,-5.44246E-09,2.52809E+16,15.292131,2.41209E-09
0.12092,300,-3.90190727,148.75038,-1.65961E-05,8.30919E+20,-5.29349E-09,6.06276E+15,4.1071338,2.22072E-09
0.12092,600,-3.86665654,155.89404,-3.4181E-05,8.33588E+20,-5.32435E-09,1.26517E+16,8.8726401,2.32736E-09
0.12092,900,-3.84033842,160.54859,-4.73593E-05,8.441E+20,-5.36147E-09,1.93446E+16,12.652926,2.39685E-09
0.12092,1200,-3.82411698,161.13197,-5.71373E-05,8.52691E+20,-5.38017E-09,2.54914E+16,15.374065,2.40556E-09
0.12142,300,-3.93863406,145.09579,-1.66117E-05,8.41024E+20,-5.32259E-09,6.1738E+15,4.1093356,2.16616E-09
0.12142,600,-3.90541972,154.22885,-3.41708E-05,8.45877E+20,-5.30555E-09,1.28324E+16,8.9132659,2.3025E-09
0.12142,900,-3.88036868,159.70042,-4.7123E-05,8.563E+20,-5.31689E-09,1.95539E+16,12.716238,2.38419E-09
0.12142,1200,-3.86434591,160.70074,-5.66636E-05,8.6426E+20,-5.31934E-09,2.56989E+16,15.45043,2.39912E-09
0.12192,300,-3.97447566,141.68644,-1.67216E-05,8.51056E+20,-5.34575E-09,6.28671E+15,4.1109545,2.11526E-09
0.12192,600,-3.94378044,152.67734,-3.41486E-05,8.58256E+20,-5.28526E-09,1.30148E+16,8.9491056,2.27934E-09
0.12192,900,-3.92019236,158.89706,-4.68662E-05,8.6859E+20,-5.27267E-09,1.97618E+16,12.771988,2.3722E-09
0.12192,1200,-3.90446808,160.27827,-5.61743E-05,8.75884E+20,-5.25982E-09,2.59034E+16,15.520853,2.39282E-09
0.12242,300,-4.0095057,138.61729,-1.69163E-05,8.6118E+20,-5.36116E-09,6.40024E+15,4.1098666,2.06944E-09
0.12242,600,-3.98176934,151.25714,-3.41131E-05,8.70742E+20,-5.26317E-09,1.31981E+16,8.9791644,2.25814E-09
0.12242,900,-3.95982143,158.14437,-4.65884E-05,8.80969E+20,-5.22864E-09,1.99681E+16,12.819617,2.36096E-09
0.12242,1200,-3.94448598,159.86703,-5.56691E-05,8.87559E+20,-5.20149E-09,2.61048E+16,15.585007,2.38668E-09
0.12292,300,-4.04381864,135.95932,-1.71794E-05,8.71552E+20,-5.36755E-09,6.51326E+15,4.1050103,2.02976E-09
0.12292,600,-4.0194213,149.98437,-3.40623E-05,8.83352E+20,-5.23904E-09,1.33818E+16,9.0025064,2.23914E-09
0.12292,900,-3.99926921,157.44757,-4.62891E-05,8.93435E+20,-5.18465E-09,2.01725E+16,12.858639,2.35056E-09
0.12292,1200,-3.98440271,159.46925,-5.51479E-05,8.9928E+20,-5.1442E-09,2.63029E+16,15.64261,2.38074E-09
0.12342,300,-4.07752354,133.75879,-1.74898E-05,8.82313E+20,-5.36419E-09,6.62484E+15,4.0962886,1.9969E-09
0.12342,600,-4.05677499,148.87313,-3.39941E-05,8.96101E+20,-5.21272E-09,1.35653E+16,9.0182957,2.22255E-09
0.12342,900,-4.03855024,156.8111,-4.59678E-05,9.05985E+20,-5.14056E-09,2.03749E+16,12.888646,2.34106E-09
0.12342,1200,-4.02422189,159.08686,-5.46104E-05,9.11043E+20,-5.08785E-09,2.64977E+16,15.693437,2.37503E-09
0.12392,300,-4.11073822,132.03998,-1.78242E-05,8.9358E+20,-5.35097E-09,6.73431E+15,4.0843291,1.97124E-09
0.12392,600,-4.09387231,147.93517,-3.39058E-05,9.09006E+20,-5.18411E-09,1.37479E+16,9.0258286,2.20855E-09
0.12392,900,-4.07768009,156.23861,-4.56243E-05,9.18618E+20,-5.09629E-09,2.05749E+16,12.909321,2.33251E-09
0.12392,1200,-4.06394757,158.7215,-5.40566E-05,9.22843E+20,-5.03234E-09,2.66891E+16,15.737315,2.36958E-09
0.12442,300,-4.14358427,130.80965,-1.81593E-05,9.05438E+20,-5.32827E-09,6.84127E+15,4.0701872,1.95288E-09
