#       Ef[,Ry] T [K],         N,     DOS(Ef),       S,     s/t,       R_H,  kappa0, c,   chi
0.12442,600,-4.13075778,147.17955,-3.37948E-05,9.22078E+20,-5.15317E-09,1.39291E+16,9.0245586,2.19726E-09
0.12442,900,-4.11667512,155.73291,-4.52582E-05,9.3133E+20,-5.05173E-09,2.07723E+16,12.920442,2.32496E-09
0.12442,1200,-4.10358417,158.37448,-5.34864E-05,9.34675E+20,-4.97758E-09,2.68771E+16,15.774131,2.3644E-09
0.12492,300,-4.17618328,130.06182,-1.84736E-05,9.17946E+20,-5.29689E-09,6.94557E+15,4.0550687,1.94171E-09
0.12492,600,-4.16747781,146.61246,-3.36582E-05,9.35326E+20,-5.11992E-09,1.41085E+16,9.014111,2.1888E-09
0.12492,900,-4.15555227,155.29588,-4.48692E-05,9.44117E+20,-5.00684E-09,2.0967E+16,12.921893,2.31843E-09
0.12492,1200,-4.14313642,158.04681,-5.28999E-05,9.46532E+20,-4.92349E-09,2.70617E+16,15.803832,2.3595E-09
0.12542,300,-4.20865419,129.78187,-1.87485E-05,9.31133E+20,-5.2579E-09,7.04724E+15,4.0401236,1.93753E-09
0.12542,600,-4.20407999,146.23708,-3.34935E-05,9.48758E+20,-5.08447E-09,1.42856E+16,8.9942902,2.18319E-09
0.12542,900,-4.19432886,154.92848,-4.44574E-05,9.56975E+20,-4.96156E-09,2.11587E+16,12.913664,2.31295E-09
0.12542,1200,-4.18260924,157.73914,-5.22972E-05,9.58411E+20,-4.86999E-09,2.72426E+16,15.826423,2.35491E-09
0.12592,300,-4.24111152,129.94942,-1.89688E-05,9.45E+20,-5.21257E-09,7.14648E+15,4.0263297,1.94003E-09
0.12592,600,-4.24061234,146.05355,-3.32983E-05,9.62373E+20,-5.04691E-09,1.44601E+16,8.9650796,2.18045E-09
0.12592,900,-4.23302232,154.63071,-4.40225E-05,9.699E+20,-4.91586E-09,2.13472E+16,12.895859,2.3085E-09
0.12592,1200,-4.22200768,157.45182,-5.16783E-05,9.70304E+20,-4.81703E-09,2.74201E+16,15.841973,2.35062E-09
0.12642,300,-4.27366415,130.5399,-1.91227E-05,9.59527E+20,-5.16223E-09,7.24355E+15,4.0144583,1.94885E-09
0.12642,600,-4.27712253,146.05904,-3.30708E-05,9.7617E+20,-5.00743E-09,1.4632E+16,8.9266359,2.18054E-09
0.12642,900,-4.27164994,154.40161,-4.35648E-05,9.82884E+20,-4.86971E-09,2.15324E+16,12.868691,2.30508E-09
0.12642,1200,-4.26133685,157.18486,-5.10434E-05,9.82205E+20,-4.76455E-09,2.75939E+16,15.85061,2.34664E-09
0.12692,300,-4.3064144,131.52546,-1.92017E-05,9.74671E+20,-5.1082E-09,7.33883E+15,4.0050856,1.96356E-09
0.12692,600,-4.31365715,146.24779,-3.28096E-05,9.90142E+20,-4.96618E-09,1.48009E+16,8.8792796,2.18335E-09
0.12692,900,-4.31022869,154.23931,-4.30843E-05,9.95922E+20,-4.82312E-09,2.17142E+16,12.832486,2.30266E-09
0.12692,1200,-4.30060178,156.93795,-5.03926E-05,9.94108E+20,-4.71251E-09,2.77642E+16,15.852519,2.34295E-09
0.12742,300,-4.33945727,132.87561,-1.92008E-05,9.9037E+20,-5.05174E-09,7.43272E+15,3.9986097,1.98372E-09
0.12742,600,-4.350261,146.61128,-3.25138E-05,1.00428E+21,-4.92339E-09,1.4967E+16,8.8234841,2.18878E-09
0.12742,900,-4.34877494,154.14102,-4.25814E-05,1.009E+21,-4.77608E-09,2.18924E+16,12.787677,2.30119E-09
0.12742,1200,-4.33980744,156.71047,-4.97263E-05,1.00601E+21,-4.66087E-09,2.79309E+16,15.847943,2.33955E-09
0.12792,300,-4.37287991,134.55814,-1.91177E-05,1.00655E+21,-4.99398E-09,7.52566E+15,3.9952453,2.00884E-09
0.12792,600,-4.38697643,147.13839,-3.21831E-05,1.01856E+21,-4.87924E-09,1.51304E+16,8.7598631,2.19665E-09
0.12792,900,-4.38730423,154.10307,-4.20563E-05,1.02212E+21,-4.7286E-09,2.2067E+16,12.734799,2.30063E-09
0.12792,1200,-4.37895857,156.50152,-4.90447E-05,1.01789E+21,-4.60959E-09,2.80942E+16,15.837178,2.33643E-09
0.12842,300,-4.40676132,136.5404,-1.8953E-05,1.02312E+21,-4.93587E-09,7.61812E+15,3.994987,2.03843E-09
0.12842,600,-4.42384271,147.8156,-3.18182E-05,1.03298E+21,-4.83393E-09,1.52911E+16,8.6891595,2.20676E-09
0.12842,900,-4.42583113,154.121,-4.15097E-05,1.03527E+21,-4.6807E-09,2.22379E+16,12.67448,2.30089E-09
0.12842,1200,-4.41805965,156.30991,-4.83482E-05,1.02975E+21,-4.55865E-09,2.82539E+16,15.820571,2.33357E-09
0.12892,300,-4.44117244,138.7907,-1.87095E-05,1.03999E+21,-4.8782E-09,7.71054E+15,3.9975552,2.07203E-09
0.12892,600,-4.46089543,148.62717,-3.14199E-05,1.0475E+21,-4.78765E-09,1.54493E+16,8.6122341,2.21888E-09
0.12892,900,-4.46436896,154.18963,-4.0942E-05,1.04844E+21,-4.6324E-09,2.24051E+16,12.607435,2.30192E-09
0.12892,1200,-4.45711485,156.1342,-4.7637E-05,1.04159E+21,-4.50803E-09,2.84102E+16,15.798512,2.33095E-09
0.12942,300,-4.47617652,141.27935,-1.83922E-05,1.05706E+21,-4.82156E-09,7.80334E+15,4.0023487,2.10918E-09
0.12942,600,-4.49816602,149.5554,-3.09899E-05,1.06212E+21,-4.74056E-09,1.56054E+16,8.5300558,2.23273E-09
0.12942,900,-4.50292968,154.30309,-4.0354E-05,1.06161E+21,-4.58371E-09,2.25685E+16,12.534453,2.30361E-09
0.12942,1200,-4.49612793,155.97271,-4.69115E-05,1.05338E+21,-4.45771E-09,2.85631E+16,15.771431,2.32854E-09
0.12992,300,-4.51182969,143.97904,-1.80072E-05,1.07422E+21,-4.76643E-09,7.8969E+15,4.0084304,2.14948E-09
0.12992,600,-4.53568124,150.58085,-3.05304E-05,1.07679E+21,-4.69281E-09,1.57594E+16,8.4436932,2.24804E-09
0.12992,900,-4.54152371,154.455,-3.97463E-05,1.07478E+21,-4.53466E-09,2.27283E+16,12.456384,2.30588E-09
0.12992,1200,-4.53510223,155.82358,-4.61722E-05,1.06513E+21,-4.40768E-09,2.87128E+16,15.739796,2.32631E-09
0.13042,300,-4.54818148,146.864,-1.75621E-05,1.09139E+21,-4.71315E-09,7.99154E+15,4.0145663,2.19255E-09
0.13042,600,-4.5734628,151.68256,-3.00442E-05,1.0915E+21,-4.64453E-09,1.59117E+16,8.3543044,2.26449E-09
0.13042,900,-4.58015982,154.63851,-3.91197E-05,1.08793E+21,-4.48528E-09,2.28842E+16,12.374128,2.30862E-09
0.13042,1200,-4.57404058,155.68476,-4.54195E-05,1.07683E+21,-4.35793E-09,2.88594E+16,15.704101,2.32424E-09
0.13092,300,-4.58527497,149.9082,-1.70654E-05,1.10846E+21,-4.66196E-09,8.08758E+15,4.0193238,2.238E-09
0.13092,600,-4.61152703,152.8384,-2.95341E-05,1.10623E+21,-4.59579E-09,1.60624E+16,8.2631269,2.28175E-09
0.13092,900,-4.618845,154.84643,-3.84752E-05,1.10105E+21,-4.43558E-09,2.30365E+16,12.288615,2.31172E-09
0.13092,1200,-4.61294529,155.55407,-4.46538E-05,1.08846E+21,-4.30845E-09,2.90029E+16,15.664862,2.32229E-09
0.13142,300,-4.62314643,153.08237,-1.65265E-05,1.12536E+21,-4.61307E-09,8.18527E+15,4.0212262,2.28539E-09
0.13142,600,-4.6498846,154.02533,-2.90035E-05,1.12094E+21,-4.54666E-09,1.62118E+16,8.1714631,2.29947E-09
0.13142,900,-4.65758445,155.07136,-3.78134E-05,1.11412E+21,-4.3856E-09,2.31852E+16,12.200797,2.31508E-09
0.13142,1200,-4.6518181,155.42922,-4.38755E-05,1.10002E+21,-4.25925E-09,2.91436E+16,15.622613,2.32043E-09
0.13192,300,-4.66182402,156.35053,-1.59561E-05,1.142E+21,-4.56661E-09,8.28485E+15,4.0189536,2.33418E-09
0.13192,600,-4.68854032,155.21978,-2.84558E-05,1.13561E+21,-4.49718E-09,1.636E+16,8.0806627,2.3173E-09
0.13192,900,-4.69638147,155.30579,-3.71354E-05,1.12714E+21,-4.33535E-09,2.33302E+16,12.111624,2.31858E-09
0.13192,1200,-4.69066019,155.30783,-4.30853E-05,1.1115E+21,-4.21032E-09,2.92815E+16,15.577896,2.31861E-09
0.13242,300,-4.70132568,159.66604,-1.53658E-05,1.15832E+21,-4.5226E-09,8.38648E+15,4.0115797,2.38368E-09
0.13242,600,-4.72749314,156.39806,-2.78946E-05,1.15023E+21,-4.44733E-09,1.6507E+16,7.9920975,2.33489E-09
0.13242,900,-4.73523751,155.54224,-3.6442E-05,1.1401E+21,-4.28486E-09,2.34716E+16,12.022031,2.32211E-09
0.13242,1200,-4.72947211,155.1875,-4.22835E-05,1.12288E+21,-4.16167E-09,2.94168E+16,15.531255,2.31682E-09
0.13292,300,-4.74165595,162.96789,-1.47686E-05,1.17427E+21,-4.48096E-09,8.49026E+15,3.9988301,2.43297E-09
0.13292,600,-4.76673606,157.53684,-2.73233E-05,1.16476E+21,-4.3971E-09,1.66527E+16,7.9071306,2.35189E-09
0.13292,900,-4.77415215,155.77338,-0.000035734,1.15296E+21,-4.23415E-09,2.36094E+16,11.932924,2.32556E-09
0.13292,1200,-4.76825383,155.06582,-4.14706E-05,1.13416E+21,-4.1133E-09,2.95498E+16,15.483233,2.315E-09
0.13342,300,-4.78280203,166.178,-1.41782E-05,1.18983E+21,-4.44143E-09,8.59618E+15,3.9813256,2.4809E-09
0.13342,600,-4.80625639,158.61365,-2.6745E-05,1.1792E+21,-4.34645E-09,1.67973E+16,7.8270782,2.36797E-09
0.13342,900,-4.81312317,155.99213,-3.50122E-05,1.16574E+21,-4.18324E-09,2.37438E+16,11.845161,2.32883E-09
0.13342,1200,-4.8070047,154.94037,-4.06473E-05,1.14532E+21,-4.06522E-09,2.96805E+16,15.434359,2.31313E-09
0.13392,300,-4.82472937,169.20063,-1.36083E-05,1.20497E+21,-4.40359E-09,8.70409E+15,3.9607453,2.52602E-09
0.13392,600,-4.84603596,159.60743,-2.61628E-05,1.19352E+21,-4.29532E-09,1.69403E+16,7.7531655,2.3828E-09
0.13392,900,-4.85214662,156.19179,-3.42773E-05,1.1784E+21,-4.13215E-09,2.38747E+16,11.759537,2.33181E-09
0.13392,1200,-4.8457235,154.80883,-3.98139E-05,1.15637E+21,-4.01745E-09,2.98093E+16,15.38515,2.31116E-09
0.13442,300,-4.86737756,171.92557,-1.30726E-05,1.2197E+21,-4.36681E-09,8.8137E+15,3.9398131,2.5667E-09
0.13442,600,-4.88605159,160.49908,-2.55792E-05,1.20772E+21,-4.24362E-09,1.70817E+16,7.6864782,2.39611E-09
0.13442,900,-4.89121695,156.36612,-3.35301E-05,1.19093E+21,-4.08091E-09,2.40022E+16,11.676776,2.33441E-09
0.13442,1200,-4.88440842,154.66893,-3.8971E-05,1.16727E+21,-3.96998E-09,2.99363E+16,15.336101,2.30907E-09
0.13492,300,-4.91065762,174.23633,-1.25832E-05,1.23406E+21,-4.33032E-09,8.92458E+15,3.9220214,2.6012E-09
0.13492,600,-4.9262756,161.27204,-2.49963E-05,1.22177E+21,-4.19127E-09,1.72211E+16,7.6279142,2.40765E-09
0.13492,900,-4.9303271,156.50944,-3.27711E-05,1.20332E+21,-4.02953E-09,2.41264E+16,11.597512,2.33655E-09
0.13492,1200,-4.92305709,154.51852,-3.81192E-05,1.17804E+21,-3.92285E-09,3.00618E+16,15.287681,2.30683E-09
0.13542,300,-4.95445198,176.02299,-1.21498E-05,1.24808E+21,-4.29325E-09,9.0362E+15,3.9110718,2.62787E-09
0.13542,600,-4.96667658,161.91278,-2.44155E-05,1.23567E+21,-4.1382E-09,1.73581E+16,7.5781373,2.41722E-09
0.13542,900,-4.96946866,156.6167,-3.20007E-05,1.21556E+21,-3.97804E-09,2.42472E+16,11.522288,2.33815E-09
0.13542,1200,-4.96166664,154.35557,-3.72589E-05,1.18865E+21,-3.87606E-09,3.0186E+16,15.240329,2.3044E-09
0.13592,300,-4.99861804,177.19802,-1.17793E-05,1.26182E+21,-4.25466E-09,9.14792E+15,3.9101298,2.64541E-09
0.13592,600,-5.00722012,162.41115,-2.38377E-05,1.24941E+21,-4.08432E-09,1.74923E+16,7.5375391,2.42466E-09
0.13592,900,-5.00863207,156.68353,-3.12196E-05,1.22763E+21,-3.92646E-09,2.43648E+16,11.451543,2.33915E-09
0.13592,1200,-5.00023368,154.17822,-3.63907E-05,1.19909E+21,-3.82962E-09,3.03091E+16,15.194452,2.30175E-09
0.13642,300,-5.04299568,177.71087,-1.14751E-05,1.27534E+21,-4.21369E-09,9.25907E+15,3.9210974,2.65307E-09
0.13642,600,-5.04786975,162.76075,-2.32632E-05,1.26298E+21,-4.02956E-09,1.76233E+16,7.506212,2.42988E-09
0.13642,900,-5.04780675,156.7063,-3.04278E-05,1.23952E+21,-3.87484E-09,2.44792E+16,11.385613,2.33949E-09
0.13642,1200,-5.0387544,153.98474,-3.55152E-05,1.20935E+21,-3.78357E-09,3.04315E+16,15.150419,2.29886E-09
0.13692,300,-5.0874178,177.55723,-1.12368E-05,1.28871E+21,-4.16955E-09,9.36889E+15,3.9441401,2.65078E-09
0.13692,600,-5.08858787,162.95896,-2.26916E-05,1.27637E+21,-3.97388E-09,1.77506E+16,7.4839371,2.43284E-09
0.13692,900,-5.08698131,156.68211,-2.96258E-05,1.2512E+21,-3.8232E-09,2.45906E+16,11.324727,2.33913E-09
0.13692,1200,-5.07722458,153.77361,-3.46328E-05,1.21943E+21,-3.73791E-09,3.05533E+16,15.108563,2.29571E-09
0.13742,300,-5.13172223,176.78014,-1.10602E-05,1.302E+21,-4.12162E-09,9.47663E+15,3.9776302,2.63918E-09
0.13742,600,-5.1293367,163.00699,-2.21219E-05,1.28957E+21,-3.91723E-09,1.78737E+16,7.4701889,2.43355E-09
0.13742,900,-5.12614371,156.6088,-2.88136E-05,1.26268E+21,-3.77157E-09,2.46989E+16,11.269011,2.33804E-09
0.13742,1200,-5.11563963,153.54351,-3.37442E-05,1.22931E+21,-3.69267E-09,3.0675E+16,15.069178,2.29227E-09
0.13792,300,-5.17576275,175.4625,-1.09376E-05,1.31527E+21,-4.06948E-09,9.58154E+15,4.0185162,2.6195E-09
0.13792,600,-5.17007923,162.90957,-2.15526E-05,1.30258E+21,-3.85961E-09,1.79922E+16,7.4641569,2.4321E-09
0.13792,900,-5.16528149,156.48496,-2.79914E-05,1.27392E+21,-3.72001E-09,2.48043E+16,11.218493,2.33619E-09
0.13792,1200,-5.15399465,153.29327,-3.28499E-05,1.23898E+21,-3.64788E-09,3.07968E+16,15.03252,2.28854E-09
0.13842,300,-5.21941752,173.71374,-1.08587E-05,1.32859E+21,-4.0129E-09,9.68293E+15,4.0629803,2.5934E-09
0.13842,600,-5.21078003,162.67466,-2.09815E-05,1.31538E+21,-3.80103E-09,1.81057E+16,7.4647835,2.42859E-09
0.13842,900,-5.20438191,156.30983,-2.71592E-05,1.28492E+21,-3.66855E-09,2.4907E+16,11.173111,2.33357E-09
0.13842,1200,-5.19228451,153.02196,-3.19506E-05,1.24844E+21,-3.60355E-09,3.09189E+16,14.998802,2.28449E-09
0.13892,300,-5.26259374,171.6543,-1.08112E-05,1.34198E+21,-3.95186E-09,9.78023E+15,4.1071635,2.56265E-09
0.13892,600,-5.25140599,162.31289,-2.04063E-05,1.32795E+21,-3.74154E-09,1.82138E+16,7.4708145,2.42319E-09
0.13892,900,-5.24343213,156.08334,-2.6317E-05,1.29566E+21,-3.61726E-09,2.50071E+16,11.132722,2.33019E-09
0.13892,1200,-5.23050382,152.72884,-3.10467E-05,1.25766E+21,-3.55972E-09,3.10418E+16,14.968205,2.28011E-09
0.13942,300,-5.30522863,169.40193,-1.07815E-05,1.35547E+21,-3.88652E-09,9.87304E+15,4.1477547,2.52903E-09
0.13942,600,-5.29192695,161.83695,-1.9824E-05,1.34029E+21,-3.68122E-09,1.83162E+16,7.480859,2.41609E-09
0.13942,900,-5.28241934,155.80594,-2.54648E-05,1.30612E+21,-3.56617E-09,2.51049E+16,11.097116,2.32605E-09
0.13942,1200,-5.26864706,152.41335,-3.0139E-05,1.26665E+21,-3.5164E-09,3.11657E+16,14.940868,2.2754E-09
0.13992,300,-5.34728747,167.06224,-1.07562E-05,1.36905E+21,-3.81723E-09,9.96114E+15,4.18232,2.4941E-09
0.13992,600,-5.33231612,161.26096,-1.92318E-05,1.35238E+21,-3.62015E-09,1.84127E+16,7.4934542,2.40749E-09
0.13992,900,-5.32133093,155.47861,-2.46027E-05,1.31629E+21,-3.51536E-09,2.52005E+16,11.066028,2.32116E-09
0.13992,1200,-5.3067086,152.07515,-2.92281E-05,1.27538E+21,-3.47363E-09,3.1291E+16,14.916899,2.27035E-09
0.14042,300,-5.38875994,164.72423,-1.0723E-05,1.3827E+21,-3.74441E-09,1.00445E+16,4.2093579,2.45919E-09
0.14042,600,-5.37255033,160.59976,-1.86264E-05,1.36419E+21,-3.55847E-09,1.85032E+16,7.5071309,2.39762E-09
0.14042,900,-5.3601546,155.10276,-2.37306E-05,1.32615E+21,-3.46488E-09,2.52942E+16,11.039151,2.31555E-09
0.14042,1200,-5.34468273,151.71404,-2.83148E-05,1.28386E+21,-3.43143E-09,3.14179E+16,14.896374,2.26496E-09
0.14092,300,-5.42965576,162.45979,-1.06711E-05,1.39636E+21,-3.66861E-09,1.01234E+16,4.2281493,2.42539E-09
0.14092,600,-5.41261014,159.86825,-1.80047E-05,1.3757E+21,-3.49633E-09,1.85877E+16,7.5204755,2.3867E-09
0.14092,900,-5.39887842,154.68012,-2.28486E-05,1.33568E+21,-3.41481E-09,2.53864E+16,11.016156,2.30924E-09
0.14092,1200,-5.38256371,151.33005,-2.73997E-05,1.29207E+21,-3.38983E-09,3.15469E+16,14.879337,2.25923E-09
0.14142,300,-5.47000072,160.32559,-1.05919E-05,1.40997E+21,-3.59036E-09,1.01981E+16,4.2385104,2.39352E-09
0.14142,600,-5.4524798,159.08079,-1.73636E-05,1.38688E+21,-3.43388E-09,1.86661E+16,7.532186,2.37494E-09
0.14142,900,-5.43749092,154.21265,-2.19568E-05,1.34487E+21,-3.36521E-09,2.54773E+16,10.996702,2.30226E-09
0.14142,1200,-5.42034586,150.92332,-2.64836E-05,1.30001E+21,-3.34886E-09,3.16783E+16,14.865808,2.25316E-09
0.14192,300,-5.50983311,158.36566,-1.04794E-05,1.42343E+21,-3.51023E-09,1.0269E+16,4.2405475,2.36426E-09
0.14192,600,-5.49214698,158.25062,-1.67002E-05,1.3977E+21,-3.37132E-09,1.87386E+16,7.5411192,2.36255E-09
0.14192,900,-5.47598119,153.70253,-2.10555E-05,1.3537E+21,-3.31616E-09,2.55674E+16,10.980449,2.29465E-09
0.14192,1200,-5.45802351,150.49419,-2.55673E-05,1.30766E+21,-3.30855E-09,3.18123E+16,14.855783,2.24675E-09
0.14242,300,-5.54920087,156.6133,-1.03294E-05,1.43666E+21,-3.42872E-09,1.03364E+16,4.2344798,2.3381E-09
0.14242,600,-5.53160253,157.38948,-1.60119E-05,1.40814E+21,-3.30883E-09,1.88054E+16,7.546328,2.34969E-09
0.14242,900,-5.51433882,153.15198,-2.01449E-05,1.36216E+21,-3.26773E-09,2.5657E+16,10.967074,2.28643E-09
0.14242,1200,-5.49559112,150.04312,-2.46517E-05,1.31501E+21,-3.26892E-09,3.19494E+16,14.849235,2.24002E-09
0.14292,300,-5.58815905,155.09204,-1.01392E-05,1.44959E+21,-3.34631E-09,1.04005E+16,4.2205532,2.31539E-09
0.14292,600,-5.57083997,156.50722,-1.52965E-05,1.41815E+21,-3.24663E-09,1.88667E+16,7.5470881,2.33652E-09
0.14292,900,-5.552554,152.56329,-1.92257E-05,1.37022E+21,-3.21999E-09,2.57465E+16,10.95628,2.27764E-09
0.14292,1200,-5.53304329,149.57071,-2.37377E-05,1.32207E+21,-3.23E-09,3.20898E+16,14.846123,2.23296E-09
0.14342,300,-5.62676731,153.81544,-9.90703E-06,1.46212E+21,-3.26342E-09,1.04613E+16,4.1990377,2.29633E-09
0.14342,600,-5.60985503,155.61159,-1.45519E-05,1.42771E+21,-3.18492E-09,1.8923E+16,7.5429143,2.32315E-09
0.14342,900,-5.59061747,151.93871,-1.82983E-05,1.37788E+21,-3.17303E-09,2.58363E+16,10.947801,2.26831E-09
0.14342,1200,-5.57037476,149.07767,-2.28263E-05,1.32882E+21,-3.19182E-09,3.22338E+16,14.846386,2.2256E-09
0.14392,300,-5.66508742,152.78629,-9.63101E-06,1.47422E+21,-3.18045E-09,1.05185E+16,4.1702795,2.28097E-09
0.14392,600,-5.64864512,154.70812,-1.37769E-05,1.43676E+21,-3.12391E-09,1.89747E+16,7.5335658,2.30966E-09
0.14392,900,-5.62852054,151.28041,-1.73636E-05,1.38511E+21,-3.12691E-09,2.59271E+16,10.941416,2.25849E-09
0.14392,1200,-5.60758047,148.56484,-2.19184E-05,1.33526E+21,-3.15441E-09,3.23818E+16,14.849953,2.21795E-09
0.14442,300,-5.70318038,151.9958,-9.3084E-06,1.48583E+21,-3.09778E-09,1.05713E+16,4.1347709,2.26917E-09
0.14442,600,-5.68720872,153.80009,-1.29704E-05,1.44528E+21,-3.06381E-09,1.90224E+16,7.519042,2.2961E-09
0.14442,900,-5.66625504,150.59047,-1.64225E-05,1.3919E+21,-3.08171E-09,2.60191E+16,10.936946,2.24819E-09
0.14442,1200,-5.6446556,148.03315,-2.10153E-05,1.34138E+21,-3.1178E-09,3.2534E+16,14.856739,2.21001E-09
0.14492,300,-5.74110351,151.42329,-8.9353E-06,1.49693E+21,-3.0158E-09,1.06188E+16,4.0932003,2.26062E-09
0.14492,600,-5.72554488,152.88864,-1.2132E-05,1.45323E+21,-3.00484E-09,1.90665E+16,7.4995692,2.2825E-09
0.14492,900,-5.70381331,149.87085,-1.54762E-05,1.39824E+21,-3.03751E-09,2.61128E+16,10.934258,2.23744E-09
0.14492,1200,-5.68159556,147.48364,-2.01179E-05,1.34718E+21,-3.082E-09,3.26906E+16,14.866653,2.2018E-09
0.14542,300,-5.77890757,151.03702,-8.50651E-06,1.50748E+21,-2.93493E-09,1.06601E+16,4.0464553,2.25485E-09
0.14542,600,-5.76365269,151.97292,-1.12621E-05,1.46056E+21,-2.94719E-09,1.91077E+16,7.4755786,2.26883E-09
0.14542,900,-5.74118815,149.12339,-1.4526E-05,1.40412E+21,-2.99436E-09,2.62088E+16,10.933266,2.22628E-09
0.14542,1200,-5.71839603,146.91742,-1.92276E-05,1.35265E+21,-3.04705E-09,3.2852E+16,14.879591,2.19335E-09
0.14592,300,-5.81663415,150.79604,-8.01587E-06,1.51745E+21,-2.85562E-09,1.06942E+16,3.9955783,2.25126E-09
0.14592,600,-5.80153078,151.0504,-1.03614E-05,1.46723E+21,-2.89104E-09,1.91468E+16,7.4476778,2.25505E-09
0.14592,900,-5.77837283,148.34982,-1.35735E-05,1.40952E+21,-2.95234E-09,2.63075E+16,10.933923,2.21474E-09
0.14592,1200,-5.75505298,146.33568,-1.83455E-05,1.3578E+21,-3.01296E-09,3.30183E+16,14.895445,2.18467E-09
0.14642,300,-5.85431372,150.65254,-7.45667E-06,1.52678E+21,-2.77833E-09,1.07203E+16,3.9416978,2.24911E-09
0.14642,600,-5.83917699,150.11711,-9.43156E-06,1.47321E+21,-2.83659E-09,1.91845E+16,7.4166164,2.24112E-09
0.14642,900,-5.81536102,147.55175,-1.26205E-05,1.41444E+21,-2.91152E-09,2.64092E+16,10.936224,2.20282E-09
0.14642,1200,-5.79156269,145.73972,-1.74729E-05,1.36261E+21,-2.97976E-09,3.31896E+16,14.914098,2.17577E-09
0.14692,300,-5.8919642,150.55425,-6.82245E-06,1.53539E+21,-2.70357E-09,1.0738E+16,3.8859819,2.24765E-09
0.14692,600,-5.87658803,149.16813,-8.47479E-06,1.47847E+21,-2.78399E-09,1.92215E+16,7.3832466,2.22695E-09
0.14692,900,-5.85214679,146.73075,-1.16688E-05,1.41887E+21,-2.87193E-09,2.65145E+16,10.940193,2.19056E-09
0.14692,1200,-5.82792177,145.13087,-1.66112E-05,1.36709E+21,-2.94747E-09,3.33662E+16,14.935426,2.16668E-09
0.14742,300,-5.92959003,150.44612,-6.10781E-06,1.54317E+21,-2.63184E-09,1.07476E+16,3.8296393,2.24603E-09
0.14742,600,-5.91375929,148.1979,-7.49405E-06,1.48295E+21,-2.73339E-09,1.92588E+16,7.3484818,2.21247E-09
0.14742,900,-5.88872461,145.88836,-1.07207E-05,1.42279E+21,-2.83365E-09,2.66237E+16,10.945878,2.17799E-09
0.14742,1200,-5.86412717,144.51056,-1.57618E-05,1.37124E+21,-2.91609E-09,3.35482E+16,14.9593,2.15742E-09
0.14792,300,-5.96718173,150.27167,-5.3094E-06,1.54995E+21,-2.56363E-09,1.07496E+16,3.7739569,2.24343E-09
0.14792,600,-5.95068474,147.20072,-6.49306E-06,1.48665E+21,-2.68493E-09,1.9297E+16,7.3132542,2.19758E-09
0.14792,900,-5.92508932,145.02609,-9.77852E-06,1.42622E+21,-2.79672E-09,2.6737E+16,10.953345,2.16512E-09
0.14792,1200,-5.90017622,143.88029,-1.49262E-05,1.37506E+21,-2.88566E-09,3.37355E+16,14.985582,2.14801E-09
0.14842,300,-6.00471564,149.97466,-4.42698E-06,1.55556E+21,-2.49943E-09,1.07452E+16,3.7203168,2.23899E-09
0.14842,600,-5.98735694,146.17111,-5.47622E-06,1.48953E+21,-2.63871E-09,1.9337E+16,7.2784729,2.18221E-09
0.14842,900,-5.96123613,144.14553,-8.8447E-06,1.42914E+21,-2.76117E-09,2.68547E+16,10.962665,2.15197E-09
0.14842,1200,-5.93606661,143.2416,-1.41057E-05,1.37856E+21,-2.85618E-09,3.39284E+16,15.014126,2.13847E-09
0.14892,300,-6.04215441,149.50214,-3.4644E-06,1.55979E+21,-2.43966E-09,1.07361E+16,3.6701297,2.23194E-09
0.14892,600,-6.02376719,145.10429,-4.44863E-06,1.49156E+21,-2.59484E-09,1.93794E+16,7.2449853,2.16628E-09
0.14892,900,-5.9971607,143.24834,-7.92193E-06,1.43157E+21,-2.72705E-09,2.69771E+16,10.97391,2.13858E-09
0.14892,1200,-5.97179645,142.59612,-1.3302E-05,1.38173E+21,-2.82766E-09,3.41266E+16,15.04478,2.12884E-09
0.14942,300,-6.07944828,148.80881,-2.43025E-06,1.56246E+21,-2.38468E-09,1.07241E+16,3.6246676,2.22159E-09
0.14942,600,-6.05990567,143.99644,-3.41599E-06,1.49275E+21,-2.55338E-09,1.94249E+16,7.2135433,2.14974E-09
0.14942,900,-6.03285907,142.33631,-7.013E-06,1.43349E+21,-2.69438E-09,2.71042E+16,10.987141,2.12496E-09
0.14942,1200,-6.00736424,141.94554,-1.25165E-05,1.38458E+21,-2.80012E-09,3.43302E+16,15.077382,2.11913E-09
0.14992,300,-6.11653764,147.86199,-1.33816E-06,1.56338E+21,-2.33479E-09,1.07112E+16,3.5848476,2.20745E-09
0.14992,600,-6.09576178,142.84505,-2.38456E-06,1.49308E+21,-2.51438E-09,1.9474E+16,7.1847758,2.13255E-09
0.14992,900,-6.06832778,141.41139,-6.12082E-06,1.43493E+21,-2.6632E-09,2.72362E+16,11.002405,2.11115E-09
0.14992,1200,-6.04276894,141.2916,-1.17508E-05,1.38712E+21,-2.77356E-09,3.4539E+16,15.111758,2.10936E-09
0.15042,300,-6.15335674,146.64536,-2.06545E-07,1.5624E+21,-2.29012E-09,1.06991E+16,3.5510595,2.18929E-09
0.15042,600,-6.13132448,141.64912,-1.36105E-06,1.49256E+21,-2.47789E-09,1.95269E+16,7.1591691,2.1147E-09
